,name,categories,address,cc,city,country,crossStreet,distance,formattedAddress,labeledLatLngs,lat,lng,state,id
0,幕張メッセ駐車場 P1,Parking,美浜区豊砂3-1,JP,千葉市,日本,,17284,"['美浜区豊砂3-1', '千葉市, 千葉県', '261-0024', '日本']","[{'label': 'display', 'lat': 35.65014768081253, 'lng': 140.03053665161133}]",35.65014768081253,140.03053665161133,千葉県,4c14460aa5eb76b04590c1b7
1,新砂リバーステーション,Harbor / Marina,新砂3丁目,JP,江東区,日本,,304,"['新砂3丁目', '江東区, 東京都', '日本']","[{'label': 'display', 'lat': 35.65434459825511, 'lng': 139.84227951331852}]",35.65434459825511,139.84227951331852,東京都,4f40467ae4b0102f0d5f06b9
2,新江東清掃工場,Waste Facility,夢の島3-1-1,JP,東京,日本,,775,"['夢の島3-1-1', '江東区, 東京都', '136-0081', '日本']","[{'label': 'display', 'lat': 35.647819984551035, 'lng': 139.83352623925072}]",35.647819984551035,139.83352623925072,東京都,4e222ae822717a5245d32630
3,荒川河口橋,Bridge,新木場4/夢の島3/臨海町1/臨海町6,JP,,日本,荒川,887,"['新木場4/夢の島3/臨海町1/臨海町6 (荒川)', '江東区/江戸川区, 東京都', '日本']","[{'label': 'display', 'lat': 35.64720020158448, 'lng': 139.84642102509903}]",35.64720020158448,139.84642102509903,東京都,4bd8555235aad13a7c9390f3
4,新砂水門,Canal Lock,夢の島3/新砂3,JP,東京,日本,砂町運河,390,"['夢の島3/新砂3 (砂町運河)', '江東区, 東京都', '日本']","[{'label': 'display', 'lat': 35.65234930091306, 'lng': 139.83520121186115}]",35.65234930091306,139.83520121186115,東京都,4f1ccdf50cd67469c7b9e642
5,JR京葉線 東京駅,Train Station,丸の内1-9-1,JP,千代田区,日本,,7296,"['丸の内1-9-1', '千代田区, 東京都', '100-0005', '日本']","[{'label': 'display', 'lat': 35.67772716044116, 'lng': 139.76484775543213}]",35.67772716044116,139.76484775543213,東京都,535ac87611d2d5f9d8bc1606
6,Keiyo Underground Platforms 1-2 (京葉地下1-2番線ホーム),Platform,丸の内1-9-1,JP,東京,日本,JR東京駅 京葉線/武蔵野線,7292,"['丸の内1-9-1 (JR東京駅 京葉線/武蔵野線)', '千代田区, 東京都', '100-0005', '日本']","[{'label': 'display', 'lat': 35.677647532482055, 'lng': 139.7648480527956}]",35.677647532482055,139.7648480527956,東京都,4eea7222f9ab8fc95f240e49
7,荒川湾岸橋,Bridge,臨海町 / 新木場,JP,,日本,首都高湾岸線,515,"['臨海町 / 新木場 (首都高湾岸線)', '江戸川区 / 江東区, 東京都', '日本']","[{'label': 'display', 'lat': 35.64830911522108, 'lng': 139.84072654826994}]",35.64830911522108,139.84072654826994,東京都,4e8645bad5fb2ee2eed76f4d
8,砂町運河,Canal,,JP,東京,日本,,390,"['江東区, 東京都', '日本']","[{'label': 'display', 'lat': 35.652371439694086, 'lng': 139.83520111871425}]",35.652371439694086,139.83520111871425,東京都,4ed1d5a477c8ea62fddf261c
9,荒川河口から0km(右岸),River,新砂,JP,江東区,日本,,310,"['新砂', '江東区, 東京都', '日本']","[{'label': 'display', 'lat': 35.65443459659575, 'lng': 139.84228239473276}]",35.65443459659575,139.84228239473276,東京都,4f9e275ce4b03d83ee0119b3
10,Shin-Kiba Station (新木場駅),Train Station,新木場1,JP,江東区,日本,,1387,"['新木場1', '江東区, 東京都', '136-0082', '日本']","[{'label': 'display', 'lat': 35.64602, 'lng': 139.82663}]",35.64602,139.82663,東京都,4b4162b1f964a52016c625e3
11,新左近川水門,Canal Lock,臨海町1,JP,東京,日本,新左近川/荒川,1022,"['臨海町1 (新左近川/荒川)', '江戸川区, 東京都', '日本']","[{'label': 'display', 'lat': 35.654356259314206, 'lng': 139.85062211751938}]",35.654356259314206,139.85062211751938,東京都,4f1ccc910cd67469c7b9bff6
12,清新町 健康の道,River,,JP,,日本,,1378,['日本'],"[{'label': 'display', 'lat': 35.66054254542438, 'lng': 139.8514047568369}]",35.66054254542438,139.8514047568369,,4fa45dbde4b039aeea975d2e
13,夢の島緑道公園,Park,夢の島1丁目/夢の島2丁目/夢の島緑道公園,JP,江東区,日本,,630,"['夢の島1丁目/夢の島2丁目/夢の島緑道公園', '江東区, 東京都', '日本']","[{'label': 'display', 'lat': 35.64743043908992, 'lng': 139.83736439573582}]",35.64743043908992,139.83736439573582,東京都,4ccd24cb566aa093053c26fd
14,AEON PET (イオンペット),Pet Store,,JP,,日本,,1359,['日本'],"[{'label': 'display', 'lat': 35.64896956760029, 'lng': 139.8252160778118}]",35.64896956760029,139.8252160778118,,519a0caf498e53015fabe3d0
15,東部スラッジプラント,Factory,新砂3-8-1,JP,江東区,日本,,382,"['新砂3-8-1', '江東区, 東京都', '136-0075', '日本']","[{'label': 'display', 'lat': 35.65625887375148, 'lng': 139.8397672176361}]",35.65625887375148,139.8397672176361,東京都,4df47b4e62e1288ed307ac46
16,荒川サイクリングロード河口,River,新砂3丁目,JP,江東区,日本,,297,"['新砂3丁目', '江東区, 東京都', '日本']","[{'label': 'display', 'lat': 35.65426717554989, 'lng': 139.84225481863575}]",35.65426717554989,139.84225481863575,東京都,4f93685ce4b0aed81fa43e2c
17,新砂運動場 サッカー場,Soccer Field,,JP,江東区,日本,,496,"['江東区, 東京都', '136-0075', '日本']","[{'label': 'display', 'lat': 35.6567, 'lng': 139.83675}]",35.6567,139.83675,東京都,5ca9d8d7061b51002c508b44
18,東京メトロ新木場駅 お忘れ物取扱所,Metro Station,,JP,江東区,日本,,1421,"['江東区, 東京都', '日本']","[{'label': 'display', 'lat': 35.645815, 'lng': 139.826344}]",35.645815,139.826344,東京都,58bcadea61052870f454229f
19,Shinkiba Exit (新木場出入口),Toll Booth,新木場1,JP,江東区,日本,首都高速湾岸線,849,"['新木場1 (首都高速湾岸線)', '江東区, 東京都', '136-0082', '日本']","[{'label': 'display', 'lat': 35.646972029698574, 'lng': 139.83345866203308}]",35.646972029698574,139.83345866203308,東京都,4c46d5f134999c74a0f900fd
20,東京都下水道サービス 東部スラッジセンター,Office,新砂3-8-1,JP,江東区,日本,砂町水再生センター内,1101,"['新砂3-8-1 (砂町水再生センター内)', '江東区, 東京都', '136-0075', '日本']","[{'label': 'display', 'lat': 35.662116810888435, 'lng': 139.8352611064911}]",35.662116810888435,139.8352611064911,東京都,503a4a32582f68749e72b493
21,手もみ処 西葛西,Spa,江戸川区西葛西5-2-14,JP,,日本,,1291,"['江戸川区西葛西5-2-14', '日本']","[{'label': 'display', 'lat': 35.65869539826149, 'lng': 139.8517946751676}]",35.65869539826149,139.8517946751676,,522ab70311d22df72cef5145
22,ハイデック,Distribution Center,新木場1-6-21,JP,江東区,日本,,1263,"['新木場1-6-21', '江東区, 東京都', '日本']","[{'label': 'display', 'lat': 35.645232, 'lng': 139.829097}]",35.645232,139.829097,東京都,4c09f7ba340720a13fc38593
23,丸の内食糧株式会社,Factory,新木場1-6-20,JP,江東区,日本,,1237,"['新木場1-6-20', '江東区, 東京都', '136-0082', '日本']","[{'label': 'display', 'lat': 35.645129, 'lng': 139.829621}]",35.645129,139.829621,東京都,5c9f9dd1a2a6ce002c191202
24,Komeda's Coffee (コメダ珈琲店),Café,新木場1-6-1,JP,江東区,日本,新木場メトログルメ・ショッピングセンター 2F,1442,"['新木場1-6-1 (新木場メトログルメ・ショッピングセンター 2F)', '江東区, 東京都', '136-0082', '日本']","[{'label': 'display', 'lat': 35.64561886829113, 'lng': 139.82622546825522}]",35.64561886829113,139.82622546825522,東京都,5a58aa030457b76a1a32c504
25,Tokyo Yumenoshima Marina (東京夢の島マリーナ),Harbor / Marina,夢の島3-2-1,JP,東京,日本,,744,"['夢の島3-2-1', '江東区, 東京都', '136-0081', '日本']","[{'label': 'display', 'lat': 35.652060456949975, 'lng': 139.83129775964284}]",35.652060456949975,139.83129775964284,東京都,4c43d8c936d6a59398c369a8
26,新砂船着場,Boat or Ferry,,JP,,日本,,291,['日本'],"[{'label': 'display', 'lat': 35.65423052688623, 'lng': 139.84220242402645}]",35.65423052688623,139.84220242402645,,4e018d59aeb76b6109886bd0
27,木材・合板博物館,Museum,新木場1-7-22,JP,江東区,日本,新木場タワー 3-4F,1067,"['新木場1-7-22 (新木場タワー 3-4F)', '江東区, 東京都', '136-0082', '日本']","[{'label': 'display', 'lat': 35.64563601574023, 'lng': 139.83167842581085}]",35.64563601574023,139.83167842581085,東京都,4e6c55ce483b1f5ebe0a1873
28,Yumenoshima Tropical Greenhouse Dome (夢の島熱帯植物館),Botanical Garden,夢の島2-1-2,JP,東京,日本,夢の島公園,919,"['夢の島2-1-2 (夢の島公園)', '江東区, 東京都', '136-0081', '日本']","[{'label': 'display', 'lat': 35.651289750966164, 'lng': 139.82948899269104}]",35.651289750966164,139.82948899269104,東京都,4ba4377ef964a520dc8c38e3
29,夢の島東少年野球場,Baseball Field,夢の島3,JP,東京,日本,夢の島公園,595,"['夢の島3 (夢の島公園)', '江東区, 東京都', '136-0081', '日本']","[{'label': 'display', 'lat': 35.647704627981604, 'lng': 139.83759929093796}]",35.647704627981604,139.83759929093796,東京都,4f24a28b00392be4e51a19d4
0,New York City Hall,City Hall,260 E Broadway,US,New York,United States,at Murray St,13,"['260 E Broadway (at Murray St)', 'New York, NY 10002', 'United States']",,40.712658728604865,-74.00588035583496,NY,4a676321f964a52051c91fe3
1,City Hall Park,Park,17 Park Row,US,New York,United States,btwn Broadway & Centre St,69,"['17 Park Row (btwn Broadway & Centre St)', 'New York, NY 10038', 'United States']",,40.71241508549692,-74.00672422767822,NY,3fd66200f964a520d8f11ee3
2,MTA Subway - City Hall (R/W),Metro Station,Warren St.,US,New York,United States,at Broadway,107,"['Warren St. (at Broadway)', 'New York, NY 10038', 'United States']","[{'label': 'display', 'lat': 40.71339431394821, 'lng': -74.00693448868766}]",40.71339431394821,-74.00693448868766,NY,4b57b0dff964a520293c28e3
3,New York,Pizza Place,230 Broadway,US,New York,United States,,8,"['230 Broadway', 'New York, NY 10007', 'United States']","[{'label': 'display', 'lat': 40.712784, 'lng': -74.00594}]",40.712784,-74.00594,NY,58f0cd8db1ec13241266420a
4,Halal Food Cart,Indian Restaurant,723,US,New York,United States,Btwn w 23rd & 24th Street,8,"['723 (Btwn w 23rd & 24th Street)', 'New York, NY 10010', 'United States']","[{'label': 'display', 'lat': 40.71277753095443, 'lng': -74.00594269525764}]",40.71277753095443,-74.00594269525764,NY,4c1102f3ce57c928ecbb82d2
5,Mary's Coffee Shop,Coffee Shop,25-15 Queens Plz N,US,Long Island City,United States,,8,"['25-15 Queens Plz N', 'Long Island City, NY 11101', 'United States']","[{'label': 'display', 'lat': 40.712785672206365, 'lng': -74.00594379881144}]",40.712785672206365,-74.00594379881144,NY,4b475390f964a520f12e26e3
6,NY Gift Shop,Gift Shop,234 Canal St,US,New York,United States,at Centre St.,3,"['234 Canal St (at Centre St.)', 'New York, NY 10013', 'United States']","[{'label': 'display', 'lat': 40.71273261495395, 'lng': -74.0059782295639}]",40.71273261495395,-74.0059782295639,NY,4b79a5e8f964a52037082fe3
7,Garden Of Eden,Flower Shop,Fulton St,US,New York,United States,,8,"['Fulton St', 'New York, NY', 'United States']","[{'label': 'display', 'lat': 40.71278797046345, 'lng': -74.00595252126766}]",40.71278797046345,-74.00595252126766,NY,52753553498e60add54f2434
8,Citi Bike Station,Bike Rental / Bike Share,Centre St & Chambers St,US,New York,United States,,8,"['Centre St & Chambers St', 'New York, NY', 'United States']","[{'label': 'display', 'lat': 40.712790488598394, 'lng': -74.00594983155005}]",40.712790488598394,-74.00594983155005,NY,51a16e778bbd0c6641889870
9,Barns & Noble at Pace University,College Bookstore,41 Park Row,US,New York,United States,at Spruce St,73,"['41 Park Row (at Spruce St)', 'New York, NY 10038', 'United States']","[{'label': 'display', 'lat': 40.71338917492071, 'lng': -74.00594379881144}]",40.71338917492071,-74.00594379881144,NY,4cd03c85a03a9eb0c158b103
10,St comunity beach,Beach,new york,US,New York,United States,,8,"['new york', 'New York, NY', 'United States']","[{'label': 'display', 'lat': 40.712780844159425, 'lng': -74.00594379881144}]",40.712780844159425,-74.00594379881144,NY,4dd77d22b3adc64ae076925d
11,June's Fruit Cart,Food Truck,60 Centre St,US,New York,United States,,8,"['60 Centre St', 'New York, NY 10007', 'United States']","[{'label': 'display', 'lat': 40.712785672206365, 'lng': -74.00594379881144}]",40.712785672206365,-74.00594379881144,NY,4e31861d7d8b9b256bcc43a8
12,MTA - M22 Park Row & Spruce Street,Bus Station,Park Row,US,New York,United States,Spruce St,74,"['Park Row (Spruce St)', 'New York, NY 10038', 'United States']","[{'label': 'display', 'lat': 40.712067613573225, 'lng': -74.00590936805283}]",40.712067613573225,-74.00590936805283,NY,4c9bdfe87c096dcb6190bcd1
13,NYC Apartment,Residential Building (Apartment / Condo),85 Chambers St,US,New York,United States,,8,"['85 Chambers St', 'New York, NY 10007', 'United States']","[{'label': 'display', 'lat': 40.712785672206365, 'lng': -74.00594379881144}]",40.712785672206365,-74.00594379881144,NY,51f68449498e1044dc6c70b5
14,$5 Shots,Bar,,US,New York,United States,,8,"['New York, NY', 'United States']","[{'label': 'display', 'lat': 40.712780844159425, 'lng': -74.00594379881144}]",40.712780844159425,-74.00594379881144,NY,53a111d7498e95d1de6686d4
15,DMK Burger Bar,Bar,New York,US,New York,United States,Garden City,8,"['New York (Garden City)', 'New York, NY', 'United States']","[{'label': 'display', 'lat': 40.712785672206365, 'lng': -74.00594379881144}]",40.712785672206365,-74.00594379881144,NY,4d571f67c0432d43b313ffb1
16,The Horace Greeley Statue,Public Art,City Hall Park,US,New York,United States,Brooklyn Bridge Walkway,98,"['City Hall Park (Brooklyn Bridge Walkway)', 'New York, NY 10007', 'United States']","[{'label': 'display', 'lat': 40.71281940417326, 'lng': -74.00485143699832}]",40.71281940417326,-74.00485143699832,NY,4fa93fdae4b07cb43c20da74
17,New York Hot Dog Stand,Food Truck,23 Park Row,US,New York,United States,(Across From City Hall Park),61,"['23 Park Row ((Across From City Hall Park))', 'New York, NY 10038', 'United States']","[{'label': 'display', 'lat': 40.71265997946427, 'lng': -74.00529535181674}]",40.71265997946427,-74.00529535181674,NY,4ded5ce6d4c0194252e5941b
18,Pizza-deli,Pizza Place,1107,US,New York,United States,Between 77th & 78th street,8,"['1107 (Between 77th & 78th street)', 'New York, NY 10007', 'United States']","[{'label': 'display', 'lat': 40.71278280369608, 'lng': -74.00594030791383}]",40.71278280369608,-74.00594030791383,NY,4c12c1e877cea59380a8cd60
19,Department of Education,Government Building,52 Chambers St,US,New York,United States,Broadway,111,"['52 Chambers St (Broadway)', 'New York, NY 10007', 'United States']","[{'label': 'display', 'lat': 40.713592946737236, 'lng': -74.00534734942701}]",40.713592946737236,-74.00534734942701,NY,4c8e2987daa937045f0d4ab1
20,Benjamin Franklin Statue,Outdoor Sculpture,Spruce St,US,New York,United States,Nassau St,94,"['Spruce St (Nassau St)', 'New York, NY 10038', 'United States']","[{'label': 'display', 'lat': 40.71188352495002, 'lng': -74.00597959582488}]",40.71188352495002,-74.00597959582488,NY,4d26409e8292236a30bf04bb
21,Tweed Courthouse,Courthouse,52 Chambers St,US,New York,United States,btw Broadway & Centre,107,"['52 Chambers St (btw Broadway & Centre)', 'New York, NY 10007', 'United States']","[{'label': 'display', 'lat': 40.713537009316944, 'lng': -74.00532683791994}]",40.713537009316944,-74.00532683791994,NY,4af849b1f964a520e00b22e3
22,Iron Valley Harley Davidson Shop,,,US,New York,United States,,26,"['New York, NY', 'United States']","[{'label': 'display', 'lat': 40.7129573, 'lng': -74.005941}]",40.7129573,-74.005941,NY,53d3c3e4498e61807eafdb53
23,Lux Accessories @ Shop Small Pop-Up Mall,Jewelry Store,,US,New York,United States,,8,"['New York, NY 10282', 'United States']","[{'label': 'display', 'lat': 40.712780844159425, 'lng': -74.00594379881144}]",40.712780844159425,-74.00594379881144,NY,4ec3cc39b63468c86d4c0737
24,Estados Unidos,Government Building,,US,New York,United States,,6,"['New York, NY 10007', 'United States']","[{'label': 'display', 'lat': 40.712776, 'lng': -74.005974}]",40.712776,-74.005974,NY,5a5818e79e0d54787d1bc4d2
25,Ocean Colony Beach,Surf Spot,Montauk Hwy,US,Amaganset,United States,,8,"['Montauk Hwy', 'Amaganset, NY', 'United States']","[{'label': 'display', 'lat': 40.712780844159425, 'lng': -74.00594379881144}]",40.712780844159425,-74.00594379881144,NY,4c584145744a0f4731c9cacb
26,Cinema shop,,,US,New York,United States,,104,"['New York, NY', 'United States']","[{'label': 'display', 'lat': 40.7123108580709, 'lng': -74.0071180276573}]",40.7123108580709,-74.0071180276573,NY,52b8127711d2619f6832d0f4
27,Residência Da Luz,,,US,New York,United States,,105,"['New York, NY', 'United States']","[{'label': 'display', 'lat': 40.7122813537717, 'lng': -74.0071180276573}]",40.7122813537717,-74.0071180276573,NY,52a4add911d2466bde6334a3
28,tom studio,,1151 soi 3,US,Wangtonglang,United States,,117,"['1151 soi 3', 'Wangtonglang, NY 10130', 'United States']","[{'label': 'display', 'lat': 40.713726, 'lng': -74.006461}]",40.713726,-74.006461,NY,4b4ab5b5f964a520538d26e3
29,Campo do Bahia,,Rua 4,US,Manaus,United States,,103,"['Rua 4', 'Manaus, NY', 'United States']","[{'label': 'display', 'lat': 40.7123195752501, 'lng': -74.0071180276573}]",40.7123195752501,-74.0071180276573,NY,52baea6a498e58ade4fc3c2a
0,Place de l'Hôtel de Ville – Esplanade de la Libération,Plaza,Place de l'Hôtel de Ville,FR,Paris,France,,35,"[""Place de l'Hôtel de Ville"", '75004 Paris', 'France']",,48.85692475726913,2.3514118156673676,Île-de-France,4bf41231e5eba59334341f90
1,Berges de Seine – Rive droite,Pedestrian Plaza,De la passerelle Léopold-Sédar-Senghor au port de l'Arsenal,FR,Paris,France,,174,"[""De la passerelle Léopold-Sédar-Senghor au port de l'Arsenal"", 'Paris', 'France']","[{'label': 'display', 'lat': 48.855130568830376, 'lng': 2.352289446225441}]",48.855130568830376,2.352289446225441,Île-de-France,58d800df9435a979b8a645fa
2,"Métro Hôtel de Ville [1,11]",Metro Station,Place de l'Hôtel de Ville,FR,Paris,France,,84,"[""Place de l'Hôtel de Ville"", '75004 Paris', 'France']","[{'label': 'display', 'lat': 48.85735288397006, 'lng': 2.3517608642578125}]",48.85735288397006,2.3517608642578125,Île-de-France,4b8ccf47f964a520c7dd32e3
3,Hôtel de Ville de Paris (Hôtel de ville de Paris),City Hall,4 place de l'Hôtel de Ville,FR,Paris,France,Esplanade de la Libération,65,"[""4 place de l'Hôtel de Ville (Esplanade de la Libération)"", '75004 Paris', 'France']","[{'label': 'display', 'lat': 48.85647757431556, 'lng': 2.352372407913208}]",48.85647757431556,2.352372407913208,Île-de-France,4adcda09f964a520e53321e3
4,Pont Notre-Dame,Bridge,Pont Notre-Dame,FR,Paris,France,,217,"['Pont Notre-Dame', '75004 Paris', 'France']","[{'label': 'display', 'lat': 48.85617403594195, 'lng': 2.348606586456299}]",48.85617403594195,2.348606586456299,Île-de-France,4c2f66a6213c2d7fe1be305d
5,paul & rimbaud,,40 RUE SEDAIN,FR,Paris,France,,66,"['40 RUE SEDAIN', '75011 Paris', 'France']","[{'label': 'display', 'lat': 48.85672694373347, 'lng': 2.352393561376971}]",48.85672694373347,2.352393561376971,Île-de-France,5a2aa18aff03060e9699ae3a
6,Godiva,Gift Shop,C.C One Nation Paris,FR,Les Clayes-sous-Bois,France,1 avenue du Président John Fitzgerald Kennedy,27308,"['C.C One Nation Paris (1 avenue du Président John Fitzgerald Kennedy)', '78340 Les Clayes-sous-Bois', 'France']","[{'label': 'display', 'lat': 48.82951747159943, 'lng': 1.9810259342193604}]",48.82951747159943,1.9810259342193604,Île-de-France,52ab80f8498e6c2d5f9505bc
7,Paris Plages,Beach,,FR,Paris,France,,113,"['75004 Paris', 'France']","[{'label': 'display', 'lat': 48.855644, 'lng': 2.3509932}]",48.855644,2.3509932,Île-de-France,5d44a94860e7e40007d13a1b
8,Café Clémentine,Café,4 rue de la Coutellerie,FR,Paris,France,,107,"['4 rue de la Coutellerie', '75004 Paris', 'France']","[{'label': 'display', 'lat': 48.85721121243165, 'lng': 2.3503456018570033}]",48.85721121243165,2.3503456018570033,Île-de-France,51c5c23d498e3a8ed20914ba
9,Vélib' [04-17],Bike Rental / Bike Share,7 place de l'Hôtel de Ville,FR,Paris,France,,48,"[""7 place de l'Hôtel de Ville"", '75004 Paris', 'France']","[{'label': 'display', 'lat': 48.85697876155512, 'lng': 2.351149320602417}]",48.85697876155512,2.351149320602417,Île-de-France,4b4a244df964a5201c7c26e3
10,Brigade de la Protection des Mineurs,Police Station,,FR,Paris,France,,30,"['Paris', 'France']","[{'label': 'display', 'lat': 48.856531099732614, 'lng': 2.3510952652336568}]",48.856531099732614,2.3510952652336568,Île-de-France,4ea16e29775b5c3e82b328a1
11,Bureau de la Maire de Paris,Office,Hôtel de ville de Paris,FR,Paris,France,,77,"['Hôtel de ville de Paris', '75004 Paris', 'France']","[{'label': 'display', 'lat': 48.85594835104866, 'lng': 2.3518394267809515}]",48.85594835104866,2.3518394267809515,Île-de-France,53464d3e498e37416804fbc0
12,La Poste,Post Office,Place de l'Hôtel de Ville,FR,Paris,France,Rue de Rivoli,61,"[""Place de l'Hôtel de Ville (Rue de Rivoli)"", '75001 Paris', 'France']","[{'label': 'display', 'lat': 48.857139624045324, 'lng': 2.351720996488165}]",48.857139624045324,2.351720996488165,Île-de-France,4bb08355f964a52025493ce3
13,Illy Espressamente Caffe BHV,Café,,FR,Paris,France,,106,"['Paris', 'France']","[{'label': 'display', 'lat': 48.85725831361192, 'lng': 2.3525663605521805}]",48.85725831361192,2.3525663605521805,Île-de-France,5227491611d222413f8bdff1
14,"Arrêt Hôtel de Ville [67,69,72,76,96,N11,N16]",Bus Stop,62 rue de Rivoli,FR,Paris,France,,110,"['62 rue de Rivoli', '75004 Paris', 'France']","[{'label': 'display', 'lat': 48.85721168568647, 'lng': 2.352695272193955}]",48.85721168568647,2.352695272193955,Île-de-France,4d56a836c0432d4383c8fab1
15,"Arrêt Hôtel de Ville [72,74]",Bus Stop,2 avenue Victoria,FR,Paris,France,,62,"['2 avenue Victoria', '75001 Paris', 'France']","[{'label': 'display', 'lat': 48.85687956709455, 'lng': 2.3507506971690613}]",48.85687956709455,2.3507506971690613,Île-de-France,4d996af49079b1f72401420a
16,Geox,Shoe Store,70 rue de Rivoli,FR,Paris,France,,87,"['70 rue de Rivoli', '75001 Paris', 'France']","[{'label': 'display', 'lat': 48.85739234685534, 'lng': 2.3514915485719325}]",48.85739234685534,2.3514915485719325,Île-de-France,4b89512ff964a520192b32e3
17,Bistro Marguerite,Bistro,1 place de l'Hôtel de ville,FR,Paris,France,Rue de Rivoli,63,"[""1 place de l'Hôtel de ville (Rue de Rivoli)"", '75004 Paris', 'France']","[{'label': 'display', 'lat': 48.856231534459624, 'lng': 2.350842634876193}]",48.856231534459624,2.350842634876193,Île-de-France,4bbf498ab083a593a620a3e9
18,The Body Shop,Cosmetics Shop,68 rue de Rivoli,FR,Paris,France,,111,"['68 rue de Rivoli', '75004 Paris', 'France']","[{'label': 'display', 'lat': 48.85753024, 'lng': 2.35210557}]",48.85753024,2.35210557,Île-de-France,4d99bbbadaec224bd286653e
19,Oysho,Women's Store,74 rue de Rivoli,FR,Paris,France,1 rue du Renard,123,"['74 rue de Rivoli (1 rue du Renard)', '75004 Paris', 'France']","[{'label': 'display', 'lat': 48.85771818004514, 'lng': 2.3513799905776978}]",48.85771818004514,2.3513799905776978,Île-de-France,4bf691a892d19521f9d3591f
20,"Noctilien Hôtel De Ville [N11, N15, N16, N22]",Bus Stop,Av Victoria,FR,Paris,France,,91,"['Av Victoria', '75004 Paris', 'France']","[{'label': 'display', 'lat': 48.857031, 'lng': 2.350428}]",48.857031,2.350428,Île-de-France,5c60c194e47b46002c8a62fe
21,Paris Rendez-Vous,Souvenir Shop,29 rue de Rivoli,FR,Paris,France,Rue Lobau,110,"['29 rue de Rivoli (Rue Lobau)', '75004 Paris', 'France']","[{'label': 'display', 'lat': 48.85695052578769, 'lng': 2.3529142141342163}]",48.85695052578769,2.3529142141342163,Île-de-France,5361075a498ea34171cb06ca
22,Ixina,Furniture / Home Store,Rue de la Fée Verte,FR,Paris,France,,52,"['Rue de la Fée Verte', '25300 Paris', 'France']","[{'label': 'display', 'lat': 48.85653404636803, 'lng': 2.3522114753723145}]",48.85653404636803,2.3522114753723145,Île-de-France,555acf04498e52b9e266d3d5
23,Vélib' [909],Bike Rental / Bike Share,Pont d'Arcole,FR,Paris,France,Quai de l'Hôtel de Ville,103,"[""Pont d'Arcole (Quai de l'Hôtel de Ville)"", '75004 Paris', 'France']","[{'label': 'display', 'lat': 48.85581, 'lng': 2.350778}]",48.85581,2.350778,Île-de-France,58e144635a58691421466a9a
24,CMIE Médecine du Travail,Doctor's Office,68 rue de Rivoli,FR,Paris,France,,112,"['68 rue de Rivoli', 'Paris', 'France']","[{'label': 'display', 'lat': 48.857554262239425, 'lng': 2.352053475656256}]",48.857554262239425,2.352053475656256,Île-de-France,4ee5dd200aaf89395121f331
25,Cafe Margueritte,Café,,FR,,France,,67,['France'],"[{'label': 'display', 'lat': 48.856289024228076, 'lng': 2.3507232725552663}]",48.856289024228076,2.3507232725552663,,4e268302a809510950d80359
26,Artisan de la Truffe,French Restaurant,52 rue de Rivoli,FR,Paris,France,3ème étage du BHV Marais,103,"['52 rue de Rivoli (3ème étage du BHV Marais)', '75004 Paris', 'France']","[{'label': 'display', 'lat': 48.857297, 'lng': 2.352454}]",48.857297,2.352454,Île-de-France,569a48a4498edb460ac5a219
27,Salon Marais,Lounge,,FR,Paris,France,,108,"['75004 Paris', 'France']","[{'label': 'display', 'lat': 48.85724, 'lng': 2.352624}]",48.85724,2.352624,Île-de-France,5ab25b886f0aa2247504bc61
28,Good Morning Paris,Bed & Breakfast,43 rue Lacépède,FR,Paris,France,,1403,"['43 rue Lacépède', '75004 Paris', 'France']","[{'label': 'display', 'lat': 48.84401687020186, 'lng': 2.3505377769470215}]",48.84401687020186,2.3505377769470215,Île-de-France,584f9ffd18fd2b78269f0f18
29,La Chaise Longue,Furniture / Home Store,,FR,,France,,123,['France'],"[{'label': 'display', 'lat': 48.85772, 'lng': 2.351433}]",48.85772,2.351433,,585d19729398ab5940cbade0
0,Proud Embankment,Bar,8 Victoria Embankment,GB,London,United Kingdom,,12,"['8 Victoria Embankment', 'London', 'Greater London', 'WC2R 2AB', 'United Kingdom']","[{'label': 'display', 'lat': 51.50997074891439, 'lng': -0.11813262023081302}]",51.50997074891439,-0.11813262023081302,Greater London,5acb4fe9851de554affcffb5
1,Waterloo Bridge,Bridge,Waterloo Bridge,GB,London,United Kingdom,,179,"['Waterloo Bridge', 'London', 'Greater London', 'WC2R 1LA', 'United Kingdom']","[{'label': 'display', 'lat': 51.50844359164094, 'lng': -0.11687363114191843}]",51.50844359164094,-0.11687363114191843,Greater London,4adb5c6ff964a5206b2621e3
2,TfL Bus 26,Bus Line,,GB,London,United Kingdom,,2055,"['London', 'Greater London', 'United Kingdom']","[{'label': 'display', 'lat': 51.513363107227256, 'lng': -0.08896350860595703}]",51.513363107227256,-0.08896350860595703,Greater London,4bbe235d061fb7131acaedce
3,Strand Terrace,Restaurant,The Strand,GB,London,United Kingdom,,11,"['The Strand', 'London', 'Greater London', 'WC2N 5HX', 'United Kingdom']","[{'label': 'display', 'lat': 51.50993612455431, 'lng': -0.11796488120642185}]",51.50993612455431,-0.11796488120642185,Greater London,4ac518ddf964a5208fa920e3
